q_dot_occ (kW),q_dot_ac (kW),q_dot_vent (kW),q_dot_solar (kW),T_amb (°C),T_b (°C),Phi (Eur/KWh)
0,40,0,157.0897542,5.3,34.86376957,0.25
20.8,40,14.73472,117.9020612,6.8,34.69271703,0.25
20.8,40,15.22048,115.3664274,6.2,33.66421889,0.25
20.8,40,15.30144,105.530678,6.1,33.77115975,0.25
20.8,40,15.3824,87.0314851,6,33.05940763,0.25
0,40,0,31.63319388,5.6,28.72503201,0.25
20.8,40,15.94912,16.12637364,5.3,28.21527751,0.25
20.8,40,16.192,3.053520973,5,27.50628093,0.25
20.8,40,16.192,0,5,27.12230927,0.25
20.8,40,16.35392,0,4.8,26.59770613,0.25
0,40,0,0,4.2,24.53413784,0.25
0,40,0,0,4.9,24.48340921,0.25
0,40,0,0,4.7,24.6377977,0.25
0,40,0,0,4.4,24.52136547,0.25
0,40,0,0,4.6,24.3608112,0.18
0,40,0,0,4.7,24.36352641,0.18
0,40,0,0,4.4,24.14047504,0.18
0,40,0,0,4,23.73863886,0.18
0,40,0,0,3.6,23.29490888,0.18
0,40,0,3.415309502,3.3,23.02805072,0.18
20.8,40,17.08256,66.63157826,3.9,27.29316659,0.18
20.8,40,16.51584,122.8479247,4.6,30.22079805,0.18
20.8,40,15.7872,181.2206477,5.5,35.80063961,0.25
20.8,40,15.70624,221.7118976,5.6,37.81385862,0.25
0,40,0,239.0710114,6.8,38.68536523,0.25
20.8,40,14.00608,237.2848955,7.7,41.50511515,0.25
20.8,40,13.60128,227.8912912,8.2,42.25845692,0.25
20.8,40,13.11552,232.2149094,8.8,43.15850999,0.25
20.8,40,12.79168,216.1028201,9.2,42.56917389,0.25
0,40,0,175.4763828,9.3,38.05853816,0.25
20.8,40,12.87264,104.1259253,9.1,37.85291957,0.25
20.8,40,13.7632,17.02162217,8,33.68607102,0.25
20.8,40,14.32992,0,7.3,31.00859159,0.25
20.8,40,14.89664,0,6.6,29.48508912,0.25
0,40,0,0,6.2,26.35520277,0.25
0,40,0,0,6.4,25.61295143,0.25
0,40,0,0,6.9,26.19405327,0.25
